what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497572902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497573046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497573189
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497573531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497573846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497589920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497591150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497630245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497651691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497662410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497662454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497662478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497676915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497679129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497681214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497681348
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497732118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497734642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497747910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383497770083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497775055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497777052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497797036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497811102
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497811825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497829491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497838401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497840512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497854230
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497863016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1383497874185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383497877660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497910327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497926455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497928639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497936466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497951845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497954863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497969491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383497984384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383497985503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498075563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498106195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498126400
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498134027
closed,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498134027
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1383498152635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498152711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498646104
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1383498682559
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498701248
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498729491
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498738041
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1383498739403
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498742002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383498756027
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1383498817666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498823736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383498854344
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498854416
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1383498854442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383499642768
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.document",1383499646874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1383499666465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499670354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383499672483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1383499711380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499715623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383499723275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499725728
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1383499750539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499752272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383499766006
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383499814244
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383499826111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499837120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499837293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499837805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499837981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1383499838149
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383499852290
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1383499880605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499896092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1383499903018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499905755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1383499938338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1383499941437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383499948369
