what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1402121552544
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1402121552546
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1402121552547
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1402121552548
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1402121552550
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1402121552550
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1402121552550
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1402121552551
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1402121552553
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1402121552554
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1402121552555
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.tasks.ui",1402121552556
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1402121552557
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1402121552578
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1402121552579
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1402121552591
started,bundle,org.eclipse.team.svn.core,1.0.1.I20130306-1700,"org.eclipse.team.svn.core",1402121552593
started,bundle,org.eclipse.team.svn.mylyn,1.0.0.I20130122-1700,"org.eclipse.team.svn.mylyn",1402121552594
started,bundle,org.eclipse.team.svn.ui,1.0.1.I20130306-1700,"org.eclipse.team.svn.ui",1402121552605
started,bundle,com.objectaid.uml,1.1.1,"com.objectaid.uml",1402121552605
os,sysinfo,,,"win32",1402121552610
arch,sysinfo,,,"x86",1402121552610
ws,sysinfo,,,"win32",1402121552610
locale,sysinfo,,,"en_IN",1402121552610
processors,sysinfo,,,"4",1402121552610
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1402121552610
java.runtime.version,sysinfo,,,"1.7.0-ea-b85",1402121552610
java.specification.name,sysinfo,,,"Java Platform API Specification",1402121552610
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402121552610
java.specification.version,sysinfo,,,"1.7",1402121552610
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1402121552610
java.version,sysinfo,,,"1.7.0-ea",1402121552610
java.vm.info,sysinfo,,,"mixed mode, sharing",1402121552610
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1402121552610
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1402121552610
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1402121552610
java.vm.specification.version,sysinfo,,,"1.0",1402121552610
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1402121552610
java.vm.version,sysinfo,,,"17.0-b10",1402121552610
started,bundle,org.eclipse.team.svn.revision.graph,1.0.0.I20120601-1700,"org.eclipse.team.svn.revision.graph",1402121552852
