what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383468333227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1383469136940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1383469141992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469158817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469319254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469392333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469417407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469433950
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1383469449362
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1383469454741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469469490
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1383469495289
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1383469495310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469495364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1383469495378
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1383469500717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469505167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469506845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1383469506863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469510449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469522017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1383469522037
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1383469525579
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1383469602965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1383469630481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1383469637169
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1383469646642
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1383469651437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469656250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469675029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469682352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1383469696386
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1383469696691
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1383469696753
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1383469708925
