what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384593155426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593160920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593162835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1384593174149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593176010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593176819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1384593179337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593237129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593248147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593248645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593386885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593396292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593396678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593397425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1384593452625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1384593855993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1384593863077
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384593869812
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384593871023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384593877058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593881934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384593971803
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1384593971972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384594197640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384595340539
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1384595344494
started,bundle,org.eclipse.mylyn.context.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.ui",1384595344657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384595348813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384595378403
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1384595378483
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1384595378571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384595389116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1384595468097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1384595514480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1384595566111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1384595622778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384595639837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384596544503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384597234940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384597364371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384597394816
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1384597413444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384597420254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384598061821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384598069318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384598071077
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384598071247
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1384598072320
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1384598072341
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1384598072343
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1384598072381
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1384598072383
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1384598072384
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1384598072386
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1384598072387
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1384598072389
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1384598072401
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1384598072402
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1384704685961
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1384704685962
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1384704685963
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1384704686031
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1384704686034
